filename,flag,start,duration,word,tokenized,count_tokens,sp_id_and_ch_id,filename_path
LSP-131256-0029_1,1,7.68,0.67,FURS,"['▁f', 'ur', 's']",3,-131256-0029,"./train-clean-360/225/131256/225-131256-0029.flac
"
LSP-3067-0019_1,1,6.45,0.5,ASCENT,"['▁as', 'c', 'ent']",3,-3067-0019,"./train-other-500/4402/3067/4402-3067-0019.flac
"
LSP-88353-0005_1,1,4.5,0.57,BITS,"['▁b', 'it', 's']",3,-88353-0005,"./train-other-500/25/88353/25-88353-0005.flac
"
LSP-185514-0025_1,1,2.11,0.56,ITALY,"['▁it', 'a', 'ly']",3,-185514-0025,"./train-other-500/3675/185514/3675-185514-0025.flac
"
LSP-150915-0007_1,1,1.07,0.67,LANCE,"['▁l', 'an', 'ce']",3,-150915-0007,"./train-clean-360/2334/150915/2334-150915-0007.flac
"
LSP-184333-0047_1,1,14.59,0.59,SIEGE,"['▁s', 'ie', 'ge']",3,-184333-0047,"./train-other-500/3394/184333/3394-184333-0047.flac
"
LSP-163698-0057_1,1,1.88,0.62,STAKE,"['▁st', 'a', 'ke']",3,-163698-0057,"./train-other-500/3125/163698/3125-163698-0057.flac
"
LSP-86041-0023_1,1,5.35,0.64,FRINGED,"['▁fr', 'ing', 'ed']",3,-86041-0023,"./train-clean-100/7113/86041/7113-86041-0023.flac
"
LSP-159386-0059_1,1,11.19,0.55,SWAN,"['▁s', 'w', 'an']",3,-159386-0059,"./train-clean-360/2741/159386/2741-159386-0059.flac
"
LSP-135249-0029_1,1,13.58,0.5,ANNE,"['▁an', 'n', 'e']",3,-135249-0029,"./train-clean-360/188/135249/188-135249-0029.flac
"
LSP-80687-0060_1,1,0.97,0.51,FEARING,"['▁fe', 'ar', 'ing']",3,-80687-0060,"./train-other-500/5285/80687/5285-80687-0060.flac
"
LSP-11516-0013_1,1,14.34,0.51,CLAY,"['▁c', 'l', 'ay']",3,-11516-0013,"./train-other-500/4085/11516/4085-11516-0013.flac
"
LSP-9321-0017_1,1,6.37,0.55,BIBLE,"['▁b', 'i', 'ble']",3,-9321-0017,"./train-clean-360/3546/9321/3546-9321-0017.flac
"
LSP-291945-0041_1,1,1.86,0.68,EARL,"['▁e', 'ar', 'l']",3,-291945-0041,"./train-other-500/4738/291945/4738-291945-0041.flac
"
LSP-142302-0018_1,1,2.49,0.55,SULLEN,"['▁su', 'll', 'en']",3,-142302-0018,"./train-other-500/1693/142302/1693-142302-0018.flac
"
LSP-139272-0023_1,1,2.34,0.61,CHIDE,"['▁ch', 'id', 'e']",3,-139272-0023,"./train-other-500/1260/139272/1260-139272-0023.flac
"
LSP-297948-0021_1,1,11.73,0.57,SINK,"['▁s', 'in', 'k']",3,-297948-0021,"./train-other-500/8753/297948/8753-297948-0021.flac
"
LSP-134149-0034_1,1,1.97,0.53,TOPIC,"['▁to', 'p', 'ic']",3,-134149-0034,"./train-clean-360/4148/134149/4148-134149-0034.flac
"
LSP-244446-0020_1,1,0.15,0.54,REDLY,"['▁re', 'd', 'ly']",3,-244446-0020,"./train-other-500/8346/244446/8346-244446-0020.flac
"
LSP-121397-0016_1,1,1.86,0.51,BAYARD,"['▁b', 'ay', 'ard']",3,-121397-0016,"./train-other-500/1353/121397/1353-121397-0016.flac
"
LSP-293616-0019_1,1,11.4,0.69,STARRED,"['▁st', 'ar', 'red']",3,-293616-0019,"./train-other-500/6097/293616/6097-293616-0019.flac
"
LSP-10766-0021_1,1,2.19,0.63,CANE,"['▁c', 'an', 'e']",3,-10766-0021,"./train-other-500/5355/10766/5355-10766-0021.flac
"
LSP-294811-0146_1,1,7.72,0.57,VOTRE,"['▁v', 'ot', 're']",3,-294811-0146,"./train-other-500/585/294811/585-294811-0146.flac
"
LSP-53254-0014_1,1,9.69,0.54,MALES,"['▁m', 'al', 'es']",3,-53254-0014,"./train-other-500/6749/53254/6749-53254-0014.flac
"
LSP-40540-0053_1,1,2.5,0.68,EXILED,"['▁ex', 'il', 'ed']",3,-40540-0053,"./train-other-500/5569/40540/5569-40540-0053.flac
"
LSP-121085-0036_1,1,11.17,0.56,FRIGHTEN,"['▁fr', 'ight', 'en']",3,-121085-0036,"./train-clean-360/90/121085/90-121085-0036.flac
"
LSP-155991-0008_1,1,6.09,0.56,THREAT,"['▁th', 're', 'at']",3,-155991-0008,"./train-other-500/3045/155991/3045-155991-0008.flac
"
LSP-1-0070_1,1,2.18,0.53,REAMS,"['▁re', 'am', 's']",3,-1-0070,"./train-other-500/110/1/110-1-0070.flac
"
LSP-173553-0022_1,1,6.16,0.57,STINGING,"['▁st', 'ing', 'ing']",3,-173553-0022,"./train-other-500/3571/173553/3571-173553-0022.flac
"
LSP-70843-0120_1,1,8.17,0.61,SWING,"['▁s', 'w', 'ing']",3,-70843-0120,"./train-clean-360/6981/70843/6981-70843-0120.flac
"
LSP-127773-0050_1,1,5.03,0.5,SPUR,"['▁s', 'p', 'ur']",3,-127773-0050,"./train-other-500/2625/127773/2625-127773-0050.flac
"
LSP-130137-0026_1,1,1.73,0.63,FIX,"['▁f', 'i', 'x']",3,-130137-0026,"./train-other-500/4021/130137/4021-130137-0026.flac
"
LSP-134141-0023_1,1,12.86,0.68,ITEM,"['▁it', 'e', 'm']",3,-134141-0023,"./train-other-500/3757/134141/3757-134141-0023.flac
"
LSP-282926-0014_1,1,3.09,0.56,FEATS,"['▁fe', 'at', 's']",3,-282926-0014,"./train-clean-360/8404/282926/8404-282926-0014.flac
"
LSP-20022-0001_1,1,13.93,0.55,REEDS,"['▁re', 'ed', 's']",3,-20022-0001,"./train-other-500/3465/20022/3465-20022-0001.flac
"
LSP-136271-0046_1,1,15.36,0.52,ELDEST,"['▁e', 'ld', 'est']",3,-136271-0046,"./train-clean-360/1668/136271/1668-136271-0046.flac
"
LSP-142913-0019_1,1,5.54,0.51,WOOD,"['▁w', 'oo', 'd']",3,-142913-0019,"./train-clean-100/1743/142913/1743-142913-0019.flac
"
LSP-291178-0052_1,1,12.36,0.71,HOUSED,"['▁h', 'ous', 'ed']",3,-291178-0052,"./train-other-500/713/291178/713-291178-0052.flac
"
LSP-133695-0040_1,1,12.32,0.61,HIMSELF,"['▁him', 'se', 'lf']",3,-133695-0040,"./train-clean-100/1098/133695/1098-133695-0040.flac
"
LSP-1194-0010_1,1,2.32,0.54,TOTO,"['▁to', 't', 'o']",3,-1194-0010,"./train-other-500/3885/1194/3885-1194-0010.flac
"
LSP-135229-0047_1,1,5.07,0.53,AMIR,"['▁a', 'm', 'ir']",3,-135229-0047,"./train-clean-360/2517/135229/2517-135229-0047.flac
"
LSP-140067-0010_1,1,0.41,0.58,ALFRED,"['▁al', 'f', 'red']",3,-140067-0010,"./train-clean-360/1482/140067/1482-140067-0010.flac
"
LSP-67847-0011_1,1,4.78,0.52,PIER,"['▁p', 'i', 'er']",3,-67847-0011,"./train-other-500/6614/67847/6614-67847-0011.flac
"
LSP-128136-0003_1,1,5.09,0.51,GUN,"['▁g', 'u', 'n']",3,-128136-0003,"./train-clean-360/1112/128136/1112-128136-0003.flac
"
LSP-128982-0008_1,1,4.42,0.57,CAGE,"['▁c', 'a', 'ge']",3,-128982-0008,"./train-clean-100/441/128982/441-128982-0008.flac
"
LSP-86041-0012_1,1,9.36,0.59,FORGOT,"['▁for', 'g', 'ot']",3,-86041-0012,"./train-clean-100/7113/86041/7113-86041-0012.flac
"
LSP-74598-0034_1,1,8.11,0.72,PORES,"['▁p', 'ore', 's']",3,-74598-0034,"./train-other-500/7065/74598/7065-74598-0034.flac
"
LSP-123283-0019_1,1,10.76,0.56,CONVEY,"['▁con', 've', 'y']",3,-123283-0019,"./train-clean-360/724/123283/724-123283-0019.flac
"
LSP-139009-0076_1,1,9.01,0.69,SAVEE,"['▁sa', 've', 'e']",3,-139009-0076,"./train-clean-360/583/139009/583-139009-0076.flac
"
LSP-282926-0036_1,1,13.2,0.61,FRIO,"['▁fr', 'i', 'o']",3,-282926-0036,"./train-clean-360/8404/282926/8404-282926-0036.flac
"
LSP-134424-0039_1,1,1.21,0.57,THITHER,"['▁th', 'it', 'her']",3,-134424-0039,"./train-other-500/2301/134424/2301-134424-0039.flac
"
LSP-8157-0033_1,1,9.97,0.78,ALTERS,"['▁al', 'ter', 's']",3,-8157-0033,"./train-clean-360/925/8157/925-8157-0033.flac
"
LSP-714-0117_1,1,1.68,0.6,PANIE,"['▁p', 'an', 'ie']",3,-714-0117,"./train-other-500/3992/714/3992-714-0117.flac
"
LSP-294687-0008_1,1,7.0,0.53,INLAND,"['▁in', 'l', 'and']",3,-294687-0008,"./train-other-500/7348/294687/7348-294687-0008.flac
"
LSP-185457-0020_1,1,12.52,0.61,INSECT,"['▁in', 'se', 'ct']",3,-185457-0020,"./train-clean-360/3977/185457/3977-185457-0020.flac
"
LSP-107993-0063_1,1,11.2,0.58,CONVERSE,"['▁con', 'ver', 'se']",3,-107993-0063,"./train-other-500/8246/107993/8246-107993-0063.flac
"
LSP-126296-0045_1,1,15.34,0.62,HEATED,"['▁he', 'at', 'ed']",3,-126296-0045,"./train-clean-360/559/126296/559-126296-0045.flac
"
LSP-278849-0034_1,1,5.55,0.54,SECTION,"['▁se', 'ct', 'ion']",3,-278849-0034,"./train-other-500/6399/278849/6399-278849-0034.flac
"
LSP-283242-0039_1,1,11.72,0.55,EVERARD,"['▁e', 'ver', 'ard']",3,-283242-0039,"./train-clean-360/8855/283242/8855-283242-0039.flac
"
LSP-160954-0045_1,1,5.07,0.51,FIRING,"['▁f', 'ir', 'ing']",3,-160954-0045,"./train-other-500/2998/160954/2998-160954-0045.flac
"
LSP-80656-0015_1,1,4.61,0.55,OLDEST,"['▁o', 'ld', 'est']",3,-80656-0015,"./train-clean-360/7229/80656/7229-80656-0015.flac
"
LSP-169291-0070_1,1,1.07,0.5,FEARED,"['▁fe', 'a', 'red']",3,-169291-0070,"./train-clean-360/3258/169291/3258-169291-0070.flac
"
LSP-152824-0021_1,1,9.56,0.66,SPUR,"['▁s', 'p', 'ur']",3,-152824-0021,"./train-clean-360/2254/152824/2254-152824-0021.flac
"
LSP-129061-0011_1,1,5.98,0.64,CHIME,"['▁ch', 'im', 'e']",3,-129061-0011,"./train-clean-100/669/129061/669-129061-0011.flac
"
LSP-93938-0025_1,1,4.63,0.54,MAIL,"['▁m', 'a', 'il']",3,-93938-0025,"./train-clean-100/6454/93938/6454-93938-0025.flac
"
LSP-4731-0007_1,1,0.9,0.53,BATES,"['▁b', 'at', 'es']",3,-4731-0007,"./train-clean-360/209/4731/209-4731-0007.flac
"
LSP-105171-0063_1,1,1.53,0.57,GORGE,"['▁g', 'or', 'ge']",3,-105171-0063,"./train-clean-360/7828/105171/7828-105171-0063.flac
"
LSP-54007-0046_1,1,6.31,0.56,SPED,"['▁s', 'p', 'ed']",3,-54007-0046,"./train-clean-100/6078/54007/6078-54007-0046.flac
"
LSP-26445-0007_1,1,4.27,0.5,DEXTER,"['▁de', 'x', 'ter']",3,-26445-0007,"./train-other-500/4563/26445/4563-26445-0007.flac
"
LSP-127195-0029_1,1,6.64,0.56,LATCH,"['▁l', 'at', 'ch']",3,-127195-0029,"./train-other-500/766/127195/766-127195-0029.flac
"
LSP-99403-0010_1,1,15.57,0.52,CARL,"['▁c', 'ar', 'l']",3,-99403-0010,"./train-other-500/8058/99403/8058-99403-0010.flac
"
LSP-853-0026_1,1,5.28,0.53,DRIED,"['▁d', 'ri', 'ed']",3,-853-0026,"./train-other-500/75/853/75-853-0026.flac
"
LSP-134465-0024_1,1,5.33,0.51,ASIA,"['▁as', 'i', 'a']",3,-134465-0024,"./train-clean-360/1463/134465/1463-134465-0024.flac
"
LSP-15563-0001_1,1,7.24,0.84,SUSTAIN,"['▁su', 'st', 'ain']",3,-15563-0001,"./train-other-500/5060/15563/5060-15563-0001.flac
"
LSP-74243-0025_1,1,11.98,0.54,PLIGHT,"['▁p', 'l', 'ight']",3,-74243-0025,"./train-other-500/6705/74243/6705-74243-0025.flac
"
LSP-179156-0028_1,1,4.8,0.82,WOTAN,"['▁w', 'ot', 'an']",3,-179156-0028,"./train-clean-100/2159/179156/2159-179156-0028.flac
"
LSP-135589-0027_1,1,5.79,0.61,STRAND,"['▁st', 'r', 'and']",3,-135589-0027,"./train-clean-100/1334/135589/1334-135589-0027.flac
"
LSP-146849-0036_1,1,11.37,0.69,MACE,"['▁m', 'a', 'ce']",3,-146849-0036,"./train-other-500/1685/146849/1685-146849-0036.flac
"
LSP-89874-0055_1,1,0.44,0.57,NERO,"['▁n', 'er', 'o']",3,-89874-0055,"./train-other-500/2724/89874/2724-89874-0055.flac
"
LSP-59268-0065_1,1,13.23,0.6,NOTHIN,"['▁not', 'h', 'in']",3,-59268-0065,"./train-clean-360/5883/59268/5883-59268-0065.flac
"
LSP-5802-0083_1,1,6.61,0.55,WARN,"['▁w', 'ar', 'n']",3,-5802-0083,"./train-other-500/4420/5802/4420-5802-0083.flac
"
LSP-39501-0014_1,1,4.61,0.54,INLAND,"['▁in', 'l', 'and']",3,-39501-0014,"./train-clean-360/3092/39501/3092-39501-0014.flac
"
LSP-96093-0027_1,1,2.67,0.89,AHA,"['▁a', 'h', 'a']",3,-96093-0027,"./train-other-500/7205/96093/7205-96093-0027.flac
"
LSP-34571-0024_1,1,9.33,0.53,POPE,"['▁p', 'o', 'pe']",3,-34571-0024,"./train-other-500/6088/34571/6088-34571-0024.flac
"
LSP-181705-0012_1,1,2.84,0.5,WARDEN,"['▁w', 'ard', 'en']",3,-181705-0012,"./train-other-500/3955/181705/3955-181705-0012.flac
"
LSP-45204-0034_1,1,5.29,0.56,COVE,"['▁c', 'o', 've']",3,-45204-0034,"./train-clean-360/4595/45204/4595-45204-0034.flac
"
LSP-207-0007_1,1,13.21,0.5,DROLL,"['▁d', 'ro', 'll']",3,-207-0007,"./train-other-500/44/207/44-207-0007.flac
"
LSP-15220-0065_1,1,4.32,0.58,MOOING,"['▁m', 'oo', 'ing']",3,-15220-0065,"./train-clean-100/4340/15220/4340-15220-0065.flac
"
LSP-119902-0029_1,1,12.99,0.51,DIET,"['▁d', 'i', 'et']",3,-119902-0029,"./train-clean-100/8051/119902/8051-119902-0029.flac
"
LSP-160960-0049_1,1,5.07,0.53,CHAINED,"['▁ch', 'ain', 'ed']",3,-160960-0049,"./train-other-500/2374/160960/2374-160960-0049.flac
"
LSP-291101-0061_1,1,0.71,0.54,PANIC,"['▁p', 'an', 'ic']",3,-291101-0061,"./train-clean-360/8791/291101/8791-291101-0061.flac
"
LSP-141599-0008_1,1,7.82,0.7,SUPPLY,"['▁su', 'pp', 'ly']",3,-141599-0008,"./train-other-500/1621/141599/1621-141599-0008.flac
"
LSP-86687-0067_1,1,11.39,0.52,SLAY,"['▁s', 'l', 'ay']",3,-86687-0067,"./train-other-500/7263/86687/7263-86687-0067.flac
"
LSP-43611-0031_1,1,3.29,0.52,JESTING,"['▁j', 'est', 'ing']",3,-43611-0031,"./train-other-500/5468/43611/5468-43611-0031.flac
"
LSP-91801-0115_1,1,11.12,0.57,SHOOK,"['▁sh', 'oo', 'k']",3,-91801-0115,"./train-clean-360/7090/91801/7090-91801-0115.flac
"
LSP-127691-0017_1,1,0.61,0.56,RIDGE,"['▁r', 'id', 'ge']",3,-127691-0017,"./train-clean-360/606/127691/606-127691-0017.flac
"
LSP-78193-0000_1,1,4.46,0.55,STAKE,"['▁st', 'a', 'ke']",3,-78193-0000,"./train-clean-360/6446/78193/6446-78193-0000.flac
"
LSP-163375-0061_1,1,0.75,0.59,GUN,"['▁g', 'u', 'n']",3,-163375-0061,"./train-other-500/2946/163375/2946-163375-0061.flac
"
LSP-98238-0021_1,1,6.0,0.67,STEER,"['▁st', 'e', 'er']",3,-98238-0021,"./train-other-500/7228/98238/7228-98238-0021.flac
"
LSP-126539-0023_1,1,4.39,0.57,ACTING,"['▁a', 'ct', 'ing']",3,-126539-0023,"./train-clean-360/227/126539/227-126539-0023.flac
"
LSP-95441-0011_1,1,4.95,0.66,DENSE,"['▁d', 'en', 'se']",3,-95441-0011,"./train-clean-360/7383/95441/7383-95441-0011.flac
"
LSP-55088-0019_1,1,10.02,0.64,DITCH,"['▁d', 'it', 'ch']",3,-55088-0019,"./train-clean-360/5868/55088/5868-55088-0019.flac
"
LSP-48603-0008_1,1,5.63,0.52,FARED,"['▁f', 'a', 'red']",3,-48603-0008,"./train-other-500/5929/48603/5929-48603-0008.flac
"
LSP-58193-0043_1,1,3.32,0.5,SLIM,"['▁s', 'l', 'im']",3,-58193-0043,"./train-clean-360/4731/58193/4731-58193-0043.flac
"
LSP-40466-0018_1,1,2.36,0.59,LIGHTEST,"['▁l', 'ight', 'est']",3,-40466-0018,"./train-other-500/5620/40466/5620-40466-0018.flac
"
LSP-233382-0066_1,1,3.33,0.54,VANS,"['▁v', 'an', 's']",3,-233382-0066,"./train-clean-360/8028/233382/8028-233382-0066.flac
"
LSP-130871-0021_1,1,6.51,0.54,BITES,"['▁b', 'it', 'es']",3,-130871-0021,"./train-clean-360/834/130871/834-130871-0021.flac
"
LSP-154282-0005_1,1,15.21,0.58,INNS,"['▁in', 'n', 's']",3,-154282-0005,"./train-clean-360/2785/154282/2785-154282-0005.flac
"
LSP-16813-0003_1,1,11.3,0.52,GUN,"['▁g', 'u', 'n']",3,-16813-0003,"./train-other-500/4546/16813/4546-16813-0003.flac
"
LSP-135216-0056_1,1,0.8,0.51,MONTH,"['▁m', 'on', 'th']",3,-135216-0056,"./train-clean-360/1165/135216/1165-135216-0056.flac
"
LSP-102419-0025_1,1,4.71,0.5,STAYING,"['▁st', 'ay', 'ing']",3,-102419-0025,"./train-clean-100/7511/102419/7511-102419-0025.flac
"
LSP-280376-0025_1,1,4.21,0.51,GATHER,"['▁g', 'at', 'her']",3,-280376-0025,"./train-other-500/8543/280376/8543-280376-0025.flac
"
LSP-274562-0024_1,1,14.49,0.55,TOPIC,"['▁to', 'p', 'ic']",3,-274562-0024,"./train-clean-100/7780/274562/7780-274562-0024.flac
"
LSP-64159-0003_1,1,13.74,0.5,MALE,"['▁m', 'a', 'le']",3,-64159-0003,"./train-other-500/2234/64159/2234-64159-0003.flac
"
LSP-57836-0016_1,1,1.08,0.51,SECTION,"['▁se', 'ct', 'ion']",3,-57836-0016,"./train-clean-360/6098/57836/6098-57836-0016.flac
"
LSP-17507-0000_1,1,0.57,0.51,SHINY,"['▁sh', 'in', 'y']",3,-17507-0000,"./train-clean-100/4195/17507/4195-17507-0000.flac
"
LSP-4662-0034_1,1,1.13,0.53,MULE,"['▁m', 'u', 'le']",3,-4662-0034,"./train-clean-360/2598/4662/2598-4662-0034.flac
"
LSP-291943-0013_1,1,8.56,0.54,LAMENT,"['▁l', 'am', 'ent']",3,-291943-0013,"./train-other-500/7138/291943/7138-291943-0013.flac
"
LSP-96667-0073_1,1,0.96,0.63,JASON,"['▁j', 'as', 'on']",3,-96667-0073,"./train-other-500/7649/96667/7649-96667-0073.flac
"
LSP-93280-0044_1,1,7.36,0.59,DAMON,"['▁d', 'am', 'on']",3,-93280-0044,"./train-other-500/7320/93280/7320-93280-0044.flac
"
LSP-133291-0010_1,1,7.84,0.54,NOTIONS,"['▁not', 'ion', 's']",3,-133291-0010,"./train-other-500/1566/133291/1566-133291-0010.flac
"
LSP-39822-0027_1,1,11.93,0.51,DRIVE,"['▁d', 'ri', 've']",3,-39822-0027,"./train-other-500/2140/39822/2140-39822-0027.flac
"
LSP-26563-0058_1,1,2.19,0.52,HENS,"['▁he', 'n', 's']",3,-26563-0058,"./train-other-500/4979/26563/4979-26563-0058.flac
"
LSP-248641-0015_1,1,7.41,0.59,THREES,"['▁th', 're', 'es']",3,-248641-0015,"./train-clean-100/4813/248641/4813-248641-0015.flac
"
LSP-141584-0008_1,1,1.91,0.57,FIDO,"['▁f', 'id', 'o']",3,-141584-0008,"./train-other-500/1633/141584/1633-141584-0008.flac
"
LSP-138631-0031_1,1,1.23,0.53,HOTTER,"['▁h', 'ot', 'ter']",3,-138631-0031,"./train-clean-360/2319/138631/2319-138631-0031.flac
"
LSP-40582-0048_1,1,10.27,0.51,FLEE,"['▁f', 'le', 'e']",3,-40582-0048,"./train-other-500/5649/40582/5649-40582-0048.flac
"
LSP-145458-0007_1,1,14.91,0.75,SAKI,"['▁sa', 'k', 'i']",3,-145458-0007,"./train-clean-100/254/145458/254-145458-0007.flac
"
LSP-25053-0010_1,1,2.92,0.5,TAME,"['▁t', 'am', 'e']",3,-25053-0010,"./train-other-500/4660/25053/4660-25053-0010.flac
"
LSP-121771-0005_1,1,11.28,0.54,HEARTH,"['▁he', 'ar', 'th']",3,-121771-0005,"./train-other-500/1274/121771/1274-121771-0005.flac
"
LSP-131226-0008_1,1,2.36,0.51,GAVE,"['▁g', 'a', 've']",3,-131226-0008,"./train-clean-360/511/131226/511-131226-0008.flac
"
LSP-116805-0043_1,1,1.43,0.53,NAIL,"['▁n', 'a', 'il']",3,-116805-0043,"./train-clean-360/8193/116805/8193-116805-0043.flac
"
LSP-140639-0018_1,1,9.66,0.6,SHORES,"['▁sh', 'ore', 's']",3,-140639-0018,"./train-clean-360/1754/140639/1754-140639-0018.flac
"
LSP-101799-0017_1,1,13.7,0.57,ANSON,"['▁an', 's', 'on']",3,-101799-0017,"./train-clean-360/7540/101799/7540-101799-0017.flac
"
LSP-70191-0024_1,1,7.0,0.52,BIBLE,"['▁b', 'i', 'ble']",3,-70191-0024,"./train-clean-100/6272/70191/6272-70191-0024.flac
"
LSP-156755-0036_1,1,3.87,0.53,TIDY,"['▁t', 'id', 'y']",3,-156755-0036,"./train-clean-100/2691/156755/2691-156755-0036.flac
"
LSP-142415-0071_1,1,10.83,0.55,ANEW,"['▁an', 'e', 'w']",3,-142415-0071,"./train-other-500/1708/142415/1708-142415-0071.flac
"
LSP-69412-0003_1,1,1.87,0.55,GASP,"['▁g', 'as', 'p']",3,-69412-0003,"./train-clean-360/6519/69412/6519-69412-0003.flac
"
LSP-14494-0053_1,1,2.89,0.5,TORP,"['▁to', 'r', 'p']",3,-14494-0053,"./train-other-500/4411/14494/4411-14494-0053.flac
"
LSP-61316-0040_1,1,2.3,0.61,DEITY,"['▁de', 'it', 'y']",3,-61316-0040,"./train-clean-360/6782/61316/6782-61316-0040.flac
"
LSP-84122-0030_1,1,4.93,0.52,EVENT,"['▁e', 'v', 'ent']",3,-84122-0030,"./train-clean-360/7128/84122/7128-84122-0030.flac
"
LSP-76151-0030_1,1,5.5,0.68,KLOW,"['▁k', 'l', 'ow']",3,-76151-0030,"./train-other-500/6784/76151/6784-76151-0030.flac
"
LSP-31603-0010_1,1,5.8,0.58,FELLED,"['▁fe', 'll', 'ed']",3,-31603-0010,"./train-clean-360/5007/31603/5007-31603-0010.flac
"
LSP-294887-0005_1,1,11.91,0.53,ELECT,"['▁e', 'le', 'ct']",3,-294887-0005,"./train-clean-100/8468/294887/8468-294887-0005.flac
"
LSP-138641-0054_1,1,2.27,0.59,ELDER,"['▁e', 'ld', 'er']",3,-138641-0054,"./train-other-500/3033/138641/3033-138641-0054.flac
"
LSP-54188-0050_1,1,9.71,0.5,TOUR,"['▁t', 'ou', 'r']",3,-54188-0050,"./train-other-500/5840/54188/5840-54188-0050.flac
"
LSP-138043-0007_1,1,12.92,0.58,OTHER,"['▁o', 't', 'her']",3,-138043-0007,"./train-clean-360/3180/138043/3180-138043-0007.flac
"
LSP-156647-0030_1,1,3.6,0.51,ENDOW,"['▁e', 'nd', 'ow']",3,-156647-0030,"./train-other-500/1931/156647/1931-156647-0030.flac
"
LSP-98880-0026_1,1,10.14,0.51,CIDER,"['▁c', 'id', 'er']",3,-98880-0026,"./train-clean-360/7398/98880/7398-98880-0026.flac
"
LSP-305217-0021_1,1,8.59,0.65,NEEDY,"['▁ne', 'ed', 'y']",3,-305217-0021,"./train-other-500/8846/305217/8846-305217-0021.flac
"
LSP-126411-0082_1,1,9.74,0.57,PANTHER,"['▁p', 'ant', 'her']",3,-126411-0082,"./train-other-500/876/126411/876-126411-0082.flac
"
LSP-258960-0036_1,1,6.51,0.54,TENANT,"['▁t', 'en', 'ant']",3,-258960-0036,"./train-clean-360/7994/258960/7994-258960-0036.flac
"
LSP-86965-0008_1,1,0.96,0.62,JINED,"['▁j', 'in', 'ed']",3,-86965-0008,"./train-clean-100/7226/86965/7226-86965-0008.flac
"
LSP-121658-0010_1,1,8.21,0.51,OLDER,"['▁o', 'ld', 'er']",3,-121658-0010,"./train-clean-360/98/121658/98-121658-0010.flac
"
LSP-143903-0081_1,1,3.33,0.53,BOON,"['▁b', 'o', 'on']",3,-143903-0081,"./train-other-500/2676/143903/2676-143903-0081.flac
"
LSP-132103-0060_1,1,4.91,0.57,KATY,"['▁k', 'at', 'y']",3,-132103-0060,"./train-other-500/1373/132103/1373-132103-0060.flac
"
LSP-110243-0093_1,1,10.76,0.53,HOUND,"['▁h', 'ou', 'nd']",3,-110243-0093,"./train-clean-360/7874/110243/7874-110243-0093.flac
"
LSP-7632-0028_1,1,1.56,0.57,EXPAND,"['▁ex', 'p', 'and']",3,-7632-0028,"./train-other-500/4235/7632/4235-7632-0028.flac
"
LSP-278278-0015_1,1,8.75,0.59,CANS,"['▁c', 'an', 's']",3,-278278-0015,"./train-clean-100/8098/278278/8098-278278-0015.flac
"
LSP-125760-0042_1,1,11.56,0.53,RAVE,"['▁r', 'a', 've']",3,-125760-0042,"./train-other-500/149/125760/149-125760-0042.flac
"
LSP-266250-0012_1,1,9.55,0.62,SEWING,"['▁se', 'w', 'ing']",3,-266250-0012,"./train-other-500/8296/266250/8296-266250-0012.flac
"
LSP-127519-0036_1,1,8.17,0.53,BERTH,"['▁b', 'er', 'th']",3,-127519-0036,"./train-other-500/791/127519/791-127519-0036.flac
"
LSP-144485-0050_1,1,10.05,0.51,TOAST,"['▁to', 'as', 't']",3,-144485-0050,"./train-clean-360/2401/144485/2401-144485-0050.flac
"
LSP-161972-0012_1,1,3.82,0.58,CHANTED,"['▁ch', 'ant', 'ed']",3,-161972-0012,"./train-clean-360/1923/161972/1923-161972-0012.flac
"
LSP-122152-0003_1,1,2.4,0.51,ROWS,"['▁r', 'ow', 's']",3,-122152-0003,"./train-clean-100/196/122152/196-122152-0003.flac
"
LSP-59167-0021_1,1,11.4,0.53,PAINT,"['▁p', 'ain', 't']",3,-59167-0021,"./train-clean-360/7126/59167/7126-59167-0021.flac
"
LSP-281339-0010_1,1,0.32,0.78,AHA,"['▁a', 'h', 'a']",3,-281339-0010,"./train-other-500/8295/281339/8295-281339-0010.flac
"
LSP-12731-0027_1,1,1.58,0.51,LYE,"['▁l', 'y', 'e']",3,-12731-0027,"./train-clean-360/2481/12731/2481-12731-0027.flac
"
LSP-64075-0031_1,1,12.45,0.5,PONT,"['▁p', 'on', 't']",3,-64075-0031,"./train-clean-360/5319/64075/5319-64075-0031.flac
"
LSP-32891-0048_1,1,8.03,0.51,DEADLY,"['▁de', 'ad', 'ly']",3,-32891-0048,"./train-other-500/5661/32891/5661-32891-0048.flac
"
LSP-149482-0019_1,1,5.6,0.51,NIECE,"['▁n', 'ie', 'ce']",3,-149482-0019,"./train-clean-100/2514/149482/2514-149482-0019.flac
"
LSP-274557-0027_1,1,7.71,0.64,FRAMES,"['▁fr', 'am', 'es']",3,-274557-0027,"./train-other-500/8466/274557/8466-274557-0027.flac
"
LSP-69603-0047_1,1,1.1,0.56,EXILED,"['▁ex', 'il', 'ed']",3,-69603-0047,"./train-other-500/6849/69603/6849-69603-0047.flac
"
LSP-123284-0022_1,1,9.2,0.59,FRAMES,"['▁fr', 'am', 'es']",3,-123284-0022,"./train-clean-360/724/123284/724-123284-0022.flac
"
